Using default parameters: 
	- linear edge agents 30
	- agents 900
	- features 3
	- number of possible values for any feature 8000
	- number of iterations 100
	- degree 8
	- delta 0.000000
	- maxSide 0
Initializing Model ... 
Numero di links 7200
pos_features = 500
Simulation 1
Simulation 4
0	7197
Numero di step eseguiti = 275
Simulation 5
0	7194
Numero di step eseguiti = 133
Simulation 6
0	7196
Numero di step eseguiti = 82
Simulation 7
0	7196
Numero di step eseguiti = 148
Simulation 8
0	7193
Numero di step eseguiti = 95
Simulation 9
0	7195
Numero di step eseguiti = 837
Simulation 10
0	7197
Numero di step eseguiti = 339
Simulation 11
0	7199
Numero di step eseguiti = 48
Simulation 12
0	7195
Numero di step eseguiti = 726
Simulation 13
0	7196
1000	7191
2000	7194
3000	7193
4000	7190
5000	7194
6000	7189
7000	7188
8000	7190
9000	7187
10000	7192
11000	7189
12000	7193
13000	7191
14000	7195
15000	7189
16000	7194
17000	7191
18000	7186
19000	7090
20000	7162
21000	7080
22000	6880
23000	6280
24000	6205
25000	5740
26000	5513
27000	5031
28000	4582
29000	4142
30000	4120
31000	3819
32000	3594
33000	3204
34000	3110
35000	3242
36000	5116
Numero di step eseguiti = 36081
Simulation 14
0	7193
Numero di step eseguiti = 335
Simulation 15
0	7194
Numero di step eseguiti = 226
Simulation 16
0	7199
Numero di step eseguiti = 15
Simulation 17
0	7198
Numero di step eseguiti = 476
Simulation 18
0	7199
Numero di step eseguiti = 312
Simulation 19
0	7200
Numero di step eseguiti = 1
Simulation 20
0	7193
Numero di step eseguiti = 495
Simulation 21
0	7194
Numero di step eseguiti = 707
Simulation 22
0	7196
Numero di step eseguiti = 60
Simulation 23
0	7194
Numero di step eseguiti = 68
Simulation 24
0	7197
1000	7195
Numero di step eseguiti = 1734
Simulation 25
0	7193
Numero di step eseguiti = 229
Simulation 26
0	7197
Numero di step eseguiti = 310
Simulation 27
0	7193
Numero di step eseguiti = 621
Simulation 28
0	7196
Numero di step eseguiti = 443
Simulation 29
0	7192
Numero di step eseguiti = 221
Simulation 30
0	7196
Numero di step eseguiti = 75
Simulation 31
0	7195
Numero di step eseguiti = 235
Simulation 32
0	7195
Numero di step eseguiti = 290
Simulation 33
0	7193
Numero di step eseguiti = 270
Simulation 34
0	7198
Numero di step eseguiti = 153
Simulation 35
0	7194
Numero di step eseguiti = 188
Simulation 36
0	7198
Numero di step eseguiti = 156
Simulation 37
0	7193
Numero di step eseguiti = 229
Simulation 38
0	7199
Numero di step eseguiti = 329
Simulation 39
0	7198
Numero di step eseguiti = 50
Simulation 40
0	7196
Numero di step eseguiti = 83
Simulation 41
0	7197
Numero di step eseguiti = 266
Simulation 42
0	7198
Numero di step eseguiti = 948
Simulation 43
0	7195
1000	7190
Numero di step eseguiti = 1048
Simulation 44
0	7198
Numero di step eseguiti = 261
Simulation 45
0	7195
Numero di step eseguiti = 226
Simulation 46
0	7197
Numero di step eseguiti = 308
Simulation 47
0	7196
1000	7194
2000	7197
3000	7194
Numero di step eseguiti = 3213
Simulation 48
0	7197
Numero di step eseguiti = 808
Simulation 49
0	7194
Numero di step eseguiti = 382
Simulation 50
0	7193
Numero di step eseguiti = 169
Simulation 51
0	7197
Numero di step eseguiti = 63
Simulation 52
0	7198
Numero di step eseguiti = 121
Simulation 53
0	7193
Numero di step eseguiti = 66
Simulation 54
0	7198
Numero di step eseguiti = 6
Simulation 55
0	7195
Numero di step eseguiti = 390
Simulation 56
0	7195
Numero di step eseguiti = 594
Simulation 57
0	7197
Numero di step eseguiti = 886
Simulation 58
0	7196
Numero di step eseguiti = 150
Simulation 59
0	7197
1000	7190
2000	7197
Numero di step eseguiti = 2036
Simulation 60
0	7196
Numero di step eseguiti = 266
Simulation 61
0	7193
Numero di step eseguiti = 132
Simulation 62
0	7196
Numero di step eseguiti = 102
Simulation 63
0	7197
Numero di step eseguiti = 370
Simulation 64
0	7198
Numero di step eseguiti = 66
Simulation 65
0	7196
1000	7196
Numero di step eseguiti = 1318
Simulation 66
0	7195
1000	7199
2000	7194
3000	7194
4000	7189
5000	7191
6000	7183
7000	7177
8000	7193
Numero di step eseguiti = 8267
Simulation 67
0	7194
Numero di step eseguiti = 367
Simulation 68
0	7196
Numero di step eseguiti = 297
Simulation 69
0	7193
Numero di step eseguiti = 405
Simulation 70
0	7197
Numero di step eseguiti = 33
Simulation 71
0	7196
Numero di step eseguiti = 337
Simulation 72
0	7194
Numero di step eseguiti = 903
Simulation 73
0	7195
Numero di step eseguiti = 73
Simulation 74
0	7199
1000	7196
Numero di step eseguiti = 1102
Simulation 75
0	7196
Numero di step eseguiti = 216
Simulation 76
0	7196
Numero di step eseguiti = 402
Simulation 77
0	7198
1000	7195
Numero di step eseguiti = 1255
Simulation 78
0	7195
Numero di step eseguiti = 504
Simulation 79
0	7197
Numero di step eseguiti = 371
Simulation 80
0	7197
Numero di step eseguiti = 230
Simulation 81
0	7194
Numero di step eseguiti = 68
Simulation 82
0	7197
Numero di step eseguiti = 767
Simulation 83
0	7195
Numero di step eseguiti = 213
Simulation 84
0	7197
Numero di step eseguiti = 190
Simulation 85
0	7194
Numero di step eseguiti = 508
Simulation 86
0	7197
Numero di step eseguiti = 102
Simulation 87
0	7196
1000	7196
2000	7194
3000	7198
4000	7196
5000	7196
6000	7191
7000	7194
8000	7197
9000	7193
10000	7196
11000	7193
Numero di step eseguiti = 11182
Simulation 88
0	7193
Numero di step eseguiti = 246
Simulation 89
0	7197
Numero di step eseguiti = 266
Simulation 90
0	7199
Numero di step eseguiti = 530
Simulation 91
0	7198
Numero di step eseguiti = 105
Simulation 92
0	7195
Numero di step eseguiti = 157
Simulation 93
0	7198
Numero di step eseguiti = 192
Simulation 94
0	7192
Numero di step eseguiti = 565
Simulation 95
0	7191
Numero di step eseguiti = 218
Simulation 96
0	7197
Numero di step eseguiti = 394
Simulation 97
0	7197
Numero di step eseguiti = 496
Simulation 98
0	7195
Numero di step eseguiti = 130
Simulation 99
0	7197
Numero di step eseguiti = 122
Simulation 100
0	7195
Numero di step eseguiti = 531
pos_features = 5500
Simulation 1
0	7196
Numero di step eseguiti = 300
Simulation 2
0	7196
Numero di step eseguiti = 165
Simulation 3
0	7194
Numero di step eseguiti = 754
Simulation 4
0	7195
Numero di step eseguiti = 322
Simulation 5
0	7199
Numero di step eseguiti = 59
Simulation 6
0	7195
Numero di step eseguiti = 166
Simulation 7
0	7197
Numero di step eseguiti = 897
Simulation 8
0	7196
1000	7195
Numero di step eseguiti = 1104
Simulation 9
0	7195
Numero di step eseguiti = 935
Simulation 10
0	7200
Numero di step eseguiti = 1
Simulation 11
0	7197
Numero di step eseguiti = 747
Simulation 12
0	7199
1000	7195
2000	7198
3000	7194
4000	7192
5000	7195
6000	7192
7000	7194
8000	7195
9000	7186
10000	7185
11000	7196
12000	7186
13000	7189
14000	7193
15000	7189
16000	7184
17000	7190
18000	7164
19000	7172
20000	7160
21000	7120
22000	7185
23000	7183
24000	7143
25000	7175
26000	6770
27000	6333
28000	5851
29000	5817
30000	5800
31000	5000
32000	4424
33000	4860
34000	4250
35000	5668
36000	5624
Numero di step eseguiti = 36505
Simulation 13
0	7197
Numero di step eseguiti = 202
Simulation 14
0	7196
Numero di step eseguiti = 64
Simulation 15
0	7193
Numero di step eseguiti = 44
Simulation 16
0	7192
1000	7196
Numero di step eseguiti = 1013
Simulation 17
0	7197
Numero di step eseguiti = 349
Simulation 18
0	7194
Numero di step eseguiti = 385
Simulation 19
0	7197
Numero di step eseguiti = 182
Simulation 20
0	7197
Numero di step eseguiti = 45
Simulation 21
0	7198
Numero di step eseguiti = 84
Simulation 22
0	7195
Numero di step eseguiti = 415
Simulation 23
0	7197
Numero di step eseguiti = 187
Simulation 24
0	7196
Numero di step eseguiti = 403
Simulation 25
0	7197
Numero di step eseguiti = 912
Simulation 26
0	7196
Numero di step eseguiti = 23
Simulation 27
0	7199
Numero di step eseguiti = 563
Simulation 28
0	7196
Numero di step eseguiti = 510
Simulation 29
0	7192
1000	7194
2000	7196
3000	7189
4000	7196
5000	7191
6000	7192
7000	7191
8000	7192
9000	7198
Numero di step eseguiti = 9901
Simulation 30
0	7194
Numero di step eseguiti = 36
Simulation 31
0	7192
Numero di step eseguiti = 526
Simulation 32
0	7194
Numero di step eseguiti = 226
Simulation 33
0	7193
1000	7196
2000	7199
3000	7191
4000	7192
5000	7190
6000	7186
7000	7190
8000	7196
9000	7194
10000	7192
11000	7189
12000	7189
13000	7179
14000	7191
15000	7193
16000	7172
17000	7198
18000	7194
19000	7136
20000	7174
21000	7066
22000	7170
23000	7064
24000	6763
25000	6602
26000	6644
27000	6364
28000	5839
29000	5607
30000	4833
31000	4625
32000	4443
33000	3717
34000	3594
35000	3911
Numero di step eseguiti = 35690
Simulation 34
0	7196
Numero di step eseguiti = 64
Simulation 35
0	7195
Numero di step eseguiti = 138
Simulation 36
0	7198
1000	7197
Numero di step eseguiti = 1077
Simulation 37
0	7196
Numero di step eseguiti = 133
Simulation 38
0	7197
Numero di step eseguiti = 305
Simulation 39
0	7196
Numero di step eseguiti = 66
Simulation 40
0	7194
Numero di step eseguiti = 269
Simulation 41
0	7195
Numero di step eseguiti = 864
Simulation 42
0	7195
Numero di step eseguiti = 498
Simulation 43
0	7192
Numero di step eseguiti = 534
Simulation 44
0	7194
1000	7196
2000	7193
3000	7197
Numero di step eseguiti = 3125
Simulation 45
0	7195
Numero di step eseguiti = 868
Simulation 46
0	7193
Numero di step eseguiti = 45
Simulation 47
0	7196
Numero di step eseguiti = 216
Simulation 48
0	7196
Numero di step eseguiti = 526
Simulation 49
0	7193
Numero di step eseguiti = 261
Simulation 50
0	7194
Numero di step eseguiti = 71
Simulation 51
0	7197
Numero di step eseguiti = 208
Simulation 52
0	7193
Numero di step eseguiti = 188
Simulation 53
0	7192
Numero di step eseguiti = 188
Simulation 54
0	7196
Numero di step eseguiti = 337
Simulation 55
0	7193
1000	7199
Numero di step eseguiti = 1093
Simulation 56
0	7196
Numero di step eseguiti = 387
Simulation 57
0	7195
Numero di step eseguiti = 677
Simulation 58
0	7194
1000	7197
2000	7194
Numero di step eseguiti = 2050
Simulation 59
0	7198
Numero di step eseguiti = 67
Simulation 60
0	7196
Numero di step eseguiti = 388
Simulation 61
0	7195
Numero di step eseguiti = 200
Simulation 62
0	7196
Numero di step eseguiti = 303
Simulation 63
0	7193
Numero di step eseguiti = 124
Simulation 64
0	7195
Numero di step eseguiti = 562
Simulation 65
0	7196
Numero di step eseguiti = 140
Simulation 66
0	7196
Numero di step eseguiti = 212
Simulation 67
0	7193
1000	7197
Numero di step eseguiti = 1769
Simulation 68
0	7198
1000	7197
2000	7196
3000	7192
4000	7192
5000	7195
6000	7197
7000	7195
8000	7191
Numero di step eseguiti = 8143
Simulation 69
0	7197
Numero di step eseguiti = 269
Simulation 70
0	7195
Numero di step eseguiti = 414
Simulation 71
0	7195
Numero di step eseguiti = 175
Simulation 72
0	7197
Numero di step eseguiti = 67
Simulation 73
0	7196
1000	7197
2000	7194
3000	7196
4000	7192
5000	7195
6000	7194
7000	7190
8000	7193
9000	7185
10000	7183
11000	7187
12000	7187
13000	7184
14000	7175
15000	7181
16000	7179
17000	7163
18000	7150
19000	7138
20000	7188
21000	7183
22000	7120
23000	7057
24000	6751
25000	6843
26000	6561
27000	6127
28000	5580
29000	4951
30000	4747
31000	4621
32000	4062
33000	4130
34000	3746
35000	3358
36000	3353
37000	3367
38000	2940
39000	2892
40000	6686
41000	4460
Numero di step eseguiti = 41179
Simulation 74
0	7197
Numero di step eseguiti = 225
Simulation 75
0	7193
1000	7193
2000	7188
3000	7188
4000	7194
5000	7192
6000	7193
7000	7186
8000	7185
9000	7183
10000	7193
11000	7171
12000	7173
13000	7163
14000	7166
15000	7153
16000	7178
17000	6927
18000	6828
19000	6832
20000	7191
21000	7193
22000	6804
23000	7194
24000	7159
Numero di step eseguiti = 24629
Simulation 76
0	7196
Numero di step eseguiti = 232
Simulation 77
0	7197
Numero di step eseguiti = 346
Simulation 78
0	7197
Numero di step eseguiti = 26
Simulation 79
0	7200
Numero di step eseguiti = 1
Simulation 80
0	7196
1000	7198
2000	7193
3000	7191
4000	7194
5000	7198
6000	7197
7000	7195
8000	7196
9000	7195
10000	7193
11000	7190
12000	7194
13000	7181
14000	7186
15000	7175
Numero di step eseguiti = 15228
Simulation 81
0	7194
Numero di step eseguiti = 41
Simulation 82
0	7193
Numero di step eseguiti = 384
Simulation 83
0	7193
Numero di step eseguiti = 456
Simulation 84
0	7195
Numero di step eseguiti = 199
Simulation 85
0	7192
1000	7198
Numero di step eseguiti = 1200
Simulation 86
0	7199
Numero di step eseguiti = 161
Simulation 87
0	7195
Numero di step eseguiti = 185
Simulation 88
0	7191
Numero di step eseguiti = 88
Simulation 89
0	7198
Numero di step eseguiti = 244
Simulation 90
0	7197
Numero di step eseguiti = 39
Simulation 91
0	7196
Numero di step eseguiti = 360
Simulation 92
0	7195
Numero di step eseguiti = 68
Simulation 93
0	7195
Numero di step eseguiti = 177
Simulation 94
0	7193
Numero di step eseguiti = 47
Simulation 95
0	7196
Numero di step eseguiti = 421
Simulation 96
0	7190
Numero di step eseguiti = 594
Simulation 97
0	7198
Numero di step eseguiti = 504
Simulation 98
0	7198
Numero di step eseguiti = 144
Simulation 99
0	7191
Numero di step eseguiti = 417
Simulation 100
0	7197
Numero di step eseguiti = 503
pos_features = 6000
Simulation 1
0	7194
Numero di step eseguiti = 158
Simulation 2
0	7195
Numero di step eseguiti = 393
Simulation 3
0	7194
Numero di step eseguiti = 219
Simulation 4
0	7199
Numero di step eseguiti = 329
Simulation 5
0	7194
Numero di step eseguiti = 380
Simulation 6
0	7198
Numero di step eseguiti = 107
Simulation 7
0	7197
1000	7196
2000	7195
3000	7197
4000	7196
5000	7194
6000	7196
7000	7191
8000	7186
9000	7195
10000	7193
11000	7189
12000	7183
13000	7178
14000	7177
15000	7180
16000	7170
17000	7189
18000	7182
19000	7193
20000	7090
21000	7079
22000	6776
23000	6960
24000	6594
25000	6594
26000	6266
27000	5136
28000	4731
29000	4405
30000	4115
31000	4075
Numero di step eseguiti = 31585
Simulation 8
0	7196
Numero di step eseguiti = 90
Simulation 9
0	7193
Numero di step eseguiti = 296
Simulation 10
0	7196
Numero di step eseguiti = 526
Simulation 11
0	7192
1000	7198
2000	7195
3000	7189
4000	7191
5000	7187
6000	7194
7000	7186
8000	7189
9000	7190
10000	7194
11000	7178
12000	7183
13000	7186
14000	7193
Numero di step eseguiti = 14531
Simulation 12
0	7196
Numero di step eseguiti = 341
Simulation 13
0	7200
Numero di step eseguiti = 1
Simulation 14
0	7198
Numero di step eseguiti = 56
Simulation 15
0	7195
1000	7196
2000	7192
3000	7192
4000	7187
5000	7190
6000	7192
7000	7194
8000	7191
9000	7195
10000	7191
11000	7198
12000	7185
13000	7182
14000	7183
15000	7184
16000	7163
17000	7188
18000	7177
19000	7128
20000	7174
21000	7047
22000	7119
23000	7150
24000	6922
25000	6910
26000	6485
27000	6445
28000	6479
29000	6083
30000	5325
31000	5540
32000	4608
33000	4282
34000	3632
35000	3516
36000	3189
37000	3106
38000	3231
39000	4779
40000	4924
Numero di step eseguiti = 40268
Simulation 16
0	7197
Numero di step eseguiti = 134
Simulation 17
0	7198
Numero di step eseguiti = 398
Simulation 18
0	7198
Numero di step eseguiti = 18
Simulation 19
0	7198
Numero di step eseguiti = 234
Simulation 20
0	7197
Numero di step eseguiti = 615
Simulation 21
0	7195
Numero di step eseguiti = 141
Simulation 22
0	7195
Numero di step eseguiti = 558
Simulation 23
0	7197
1000	7198
2000	7196
3000	7196
4000	7195
5000	7186
6000	7194
7000	7189
8000	7190
9000	7190
10000	7194
11000	7191
12000	7195
13000	7195
14000	7183
15000	7190
16000	7170
17000	7189
18000	7186
19000	7196
20000	7197
21000	7175
22000	7171
23000	7157
24000	7043
25000	7005
26000	6747
27000	6166
28000	5678
29000	5505
30000	5374
31000	4722
32000	4293
33000	3973
34000	3621
35000	3291
36000	4171
37000	5435
Numero di step eseguiti = 37317
Simulation 24
0	7199
Numero di step eseguiti = 11
Simulation 25
0	7198
Numero di step eseguiti = 17
Simulation 26
0	7196
Numero di step eseguiti = 295
Simulation 27
0	7196
Numero di step eseguiti = 62
Simulation 28
0	7193
1000	7193
2000	7195
3000	7197
4000	7193
5000	7192
6000	7188
7000	7197
8000	7196
9000	7187
10000	7195
11000	7192
12000	7188
13000	7186
Numero di step eseguiti = 13982
Simulation 29
0	7199
Numero di step eseguiti = 52
Simulation 30
0	7195
Numero di step eseguiti = 329
Simulation 31
0	7195
Numero di step eseguiti = 119
Simulation 32
0	7200
Numero di step eseguiti = 1
Simulation 33
0	7197
1000	7192
2000	7196
3000	7194
4000	7192
5000	7194
6000	7195
7000	7189
8000	7195
9000	7183
10000	7179
Numero di step eseguiti = 10274
Simulation 34
0	7195
Numero di step eseguiti = 268
Simulation 35
0	7198
Numero di step eseguiti = 51
Simulation 36
0	7197
Numero di step eseguiti = 146
Simulation 37
0	7199
1000	7197
Numero di step eseguiti = 1339
Simulation 38
0	7195
Numero di step eseguiti = 252
Simulation 39
0	7192
Numero di step eseguiti = 154
Simulation 40
0	7198
Numero di step eseguiti = 344
Simulation 41
0	7196
Numero di step eseguiti = 336
Simulation 42
0	7195
Numero di step eseguiti = 318
Simulation 43
0	7198
Numero di step eseguiti = 728
Simulation 44
0	7193
Numero di step eseguiti = 251
Simulation 45
0	7198
1000	7193
Numero di step eseguiti = 1032
Simulation 46
0	7196
Numero di step eseguiti = 426
Simulation 47
0	7197
Numero di step eseguiti = 98
Simulation 48
0	7195
1000	7198
2000	7195
Numero di step eseguiti = 2722
Simulation 49
0	7199
1000	7198
2000	7194
3000	7195
4000	7198
5000	7196
6000	7195
7000	7194
8000	7186
9000	7193
10000	7197
11000	7192
12000	7177
13000	7183
14000	7184
Numero di step eseguiti = 14561
Simulation 50
0	7193
Numero di step eseguiti = 440
Simulation 51
0	7199
Numero di step eseguiti = 381
Simulation 52
0	7195
Numero di step eseguiti = 262
Simulation 53
0	7195
Numero di step eseguiti = 243
Simulation 54
0	7198
Numero di step eseguiti = 273
Simulation 55
0	7197
Numero di step eseguiti = 345
Simulation 56
0	7195
1000	7192
2000	7197
3000	7195
4000	7195
5000	7194
6000	7190
Numero di step eseguiti = 6531
Simulation 57
0	7196
Numero di step eseguiti = 213
Simulation 58
0	7195
1000	7195
Numero di step eseguiti = 1075
Simulation 59
0	7199
Numero di step eseguiti = 174
Simulation 60
0	7194
Numero di step eseguiti = 196
Simulation 61
0	7197
1000	7194
Numero di step eseguiti = 1174
Simulation 62
0	7195
Numero di step eseguiti = 41
Simulation 63
0	7198
Numero di step eseguiti = 507
Simulation 64
0	7196
Numero di step eseguiti = 181
Simulation 65
0	7195
Numero di step eseguiti = 114
Simulation 66
0	7199
Numero di step eseguiti = 319
Simulation 67
0	7198
Numero di step eseguiti = 189
Simulation 68
0	7198
Numero di step eseguiti = 413
Simulation 69
0	7199
Numero di step eseguiti = 8
Simulation 70
0	7197
Numero di step eseguiti = 611
Simulation 71
0	7195
Numero di step eseguiti = 917
Simulation 72
0	7196
Numero di step eseguiti = 355
Simulation 73
0	7195
Numero di step eseguiti = 517
Simulation 74
0	7194
Numero di step eseguiti = 453
Simulation 75
0	7196
1000	7194
2000	7193
3000	7193
4000	7192
5000	7194
6000	7188
7000	7193
8000	7197
9000	7192
10000	7194
11000	7193
12000	7187
13000	7177
Numero di step eseguiti = 13592
Simulation 76
0	7200
Numero di step eseguiti = 1
Simulation 77
0	7194
Numero di step eseguiti = 78
Simulation 78
0	7194
Numero di step eseguiti = 164
Simulation 79
0	7198
1000	7194
2000	7198
3000	7192
4000	7191
5000	7191
6000	7193
7000	7182
8000	7183
9000	7184
10000	7181
11000	7164
12000	7163
13000	7177
14000	7189
15000	7188
16000	7193
17000	7186
18000	7191
19000	7188
20000	7183
21000	7145
22000	7071
23000	6958
24000	7111
25000	6659
26000	6287
27000	5892
28000	5531
29000	4789
30000	4787
31000	4245
32000	4436
33000	5188
34000	5830
Numero di step eseguiti = 34453
Simulation 80
0	7197
Numero di step eseguiti = 169
Simulation 81
0	7196
Numero di step eseguiti = 259
Simulation 82
0	7198
Numero di step eseguiti = 327
Simulation 83
0	7199
Numero di step eseguiti = 484
Simulation 84
0	7194
Numero di step eseguiti = 524
Simulation 85
0	7197
Numero di step eseguiti = 84
Simulation 86
0	7196
Numero di step eseguiti = 43
Simulation 87
0	7195
Numero di step eseguiti = 527
Simulation 88
0	7197
Numero di step eseguiti = 46
Simulation 89
0	7197
Numero di step eseguiti = 669
Simulation 90
0	7196
Numero di step eseguiti = 12
Simulation 91
0	7198
Numero di step eseguiti = 156
Simulation 92
0	7195
Numero di step eseguiti = 234
Simulation 93
0	7198
Numero di step eseguiti = 33
Simulation 94
0	7194
1000	7195
2000	7193
3000	7196
4000	7194
5000	7193
Numero di step eseguiti = 5208
Simulation 95
0	7193
1000	7195
Numero di step eseguiti = 1037
Simulation 96
0	7199
Numero di step eseguiti = 331
Simulation 97
0	7199
Numero di step eseguiti = 336
Simulation 98
0	7193
Numero di step eseguiti = 413
Simulation 99
0	7197
Numero di step eseguiti = 164
Simulation 100
0	7199
Numero di step eseguiti = 333
pos_features = 6500
Simulation 1
0	7200
Numero di step eseguiti = 1
Simulation 2
0	7198
Numero di step eseguiti = 679
Simulation 3
0	7198
Numero di step eseguiti = 14
Simulation 4
0	7192
Numero di step eseguiti = 99
Simulation 5
0	7198
Numero di step eseguiti = 112
Simulation 6
0	7196
Numero di step eseguiti = 317
Simulation 7
0	7197
Numero di step eseguiti = 284
Simulation 8
0	7197
1000	7195
2000	7193
3000	7195
4000	7191
5000	7196
6000	7191
7000	7195
Numero di step eseguiti = 7179
Simulation 9
0	7196
Numero di step eseguiti = 89
Simulation 10
0	7196
Numero di step eseguiti = 451
Simulation 11
0	7196
Numero di step eseguiti = 200
Simulation 12
0	7198
Numero di step eseguiti = 295
Simulation 13
0	7198
Numero di step eseguiti = 104
Simulation 14
0	7195
Numero di step eseguiti = 179
Simulation 15
0	7200
Numero di step eseguiti = 1
Simulation 16
0	7195
Numero di step eseguiti = 75
Simulation 17
0	7196
Numero di step eseguiti = 411
Simulation 18
0	7197
Numero di step eseguiti = 518
Simulation 19
0	7194
1000	7191
2000	7193
3000	7193
4000	7194
5000	7196
6000	7191
7000	7194
8000	7190
9000	7196
10000	7199
11000	7194
12000	7188
13000	7178
14000	7180
15000	7173
16000	7196
17000	7173
18000	7165
19000	7176
Numero di step eseguiti = 19566
Simulation 20
0	7199
Numero di step eseguiti = 8
Simulation 21
0	7195
Numero di step eseguiti = 429
Simulation 22
0	7195
Numero di step eseguiti = 550
Simulation 23
0	7194
1000	7196
Numero di step eseguiti = 1279
Simulation 24
0	7194
Numero di step eseguiti = 86
Simulation 25
0	7198
Numero di step eseguiti = 66
Simulation 26
0	7198
Numero di step eseguiti = 19
Simulation 27
0	7196
Numero di step eseguiti = 912
Simulation 28
0	7198
Numero di step eseguiti = 274
Simulation 29
0	7198
Numero di step eseguiti = 635
Simulation 30
0	7195
1000	7196
Numero di step eseguiti = 1267
Simulation 31
0	7197
Numero di step eseguiti = 730
Simulation 32
0	7194
Numero di step eseguiti = 328
Simulation 33
0	7196
Numero di step eseguiti = 181
Simulation 34
0	7200
Numero di step eseguiti = 1
Simulation 35
0	7197
Numero di step eseguiti = 51
Simulation 36
0	7195
Numero di step eseguiti = 729
Simulation 37
0	7196
Numero di step eseguiti = 122
Simulation 38
0	7197
Numero di step eseguiti = 412
Simulation 39
0	7197
Numero di step eseguiti = 401
Simulation 40
0	7199
Numero di step eseguiti = 122
Simulation 41
0	7195
1000	7197
Numero di step eseguiti = 1165
Simulation 42
0	7197
Numero di step eseguiti = 353
Simulation 43
0	7200
Numero di step eseguiti = 1
Simulation 44
0	7196
Numero di step eseguiti = 219
Simulation 45
0	7195
Numero di step eseguiti = 65
Simulation 46
0	7198
Numero di step eseguiti = 48
Simulation 47
0	7197
Numero di step eseguiti = 164
Simulation 48
0	7193
Numero di step eseguiti = 215
Simulation 49
0	7195
Numero di step eseguiti = 266
Simulation 50
0	7196
1000	7195
2000	7196
3000	7192
4000	7197
5000	7189
6000	7184
7000	7190
8000	7190
9000	7195
10000	7194
11000	7185
12000	7193
13000	7151
14000	7198
15000	7181
16000	7182
17000	7187
18000	7195
19000	7167
20000	7177
Numero di step eseguiti = 20910
Simulation 51
0	7200
Numero di step eseguiti = 1
Simulation 52
0	7197
Numero di step eseguiti = 112
Simulation 53
0	7198
Numero di step eseguiti = 358
Simulation 54
0	7195
Numero di step eseguiti = 266
Simulation 55
0	7199
Numero di step eseguiti = 260
Simulation 56
0	7191
1000	7197
2000	7197
3000	7197
4000	7192
5000	7191
6000	7192
7000	7191
8000	7191
9000	7193
10000	7195
11000	7184
Numero di step eseguiti = 11168
Simulation 57
0	7198
1000	7190
2000	7197
3000	7195
4000	7197
5000	7188
6000	7187
7000	7192
8000	7190
9000	7189
10000	7186
11000	7189
12000	7194
13000	7172
14000	7196
15000	7167
16000	7197
17000	7191
18000	7187
19000	7191
20000	7182
21000	7190
22000	7124
23000	6692
24000	6534
25000	6329
26000	5801
27000	5668
28000	5220
29000	5356
30000	5040
31000	4168
32000	3642
33000	3275
34000	3156
35000	3207
36000	3566
37000	6957
Numero di step eseguiti = 37026
Simulation 58
0	7197
Numero di step eseguiti = 677
Simulation 59
0	7198
Numero di step eseguiti = 464
Simulation 60
0	7199
Numero di step eseguiti = 351
Simulation 61
0	7199
Numero di step eseguiti = 540
Simulation 62
0	7196
Numero di step eseguiti = 177
Simulation 63
0	7195
Numero di step eseguiti = 51
Simulation 64
0	7198
Numero di step eseguiti = 71
Simulation 65
0	7198
Numero di step eseguiti = 417
Simulation 66
0	7197
Numero di step eseguiti = 275
Simulation 67
0	7198
Numero di step eseguiti = 829
Simulation 68
0	7198
Numero di step eseguiti = 793
Simulation 69
0	7194
1000	7195
2000	7191
3000	7191
4000	7190
5000	7194
6000	7189
7000	7186
Numero di step eseguiti = 7124
Simulation 70
0	7197
Numero di step eseguiti = 115
Simulation 71
0	7198
Numero di step eseguiti = 420
Simulation 72
0	7198
Numero di step eseguiti = 288
Simulation 73
0	7198
Numero di step eseguiti = 123
Simulation 74
0	7198
Numero di step eseguiti = 542
Simulation 75
0	7196
Numero di step eseguiti = 50
Simulation 76
0	7196
1000	7196
Numero di step eseguiti = 1203
Simulation 77
0	7198
Numero di step eseguiti = 164
Simulation 78
0	7197
1000	7195
2000	7193
3000	7195
4000	7194
5000	7198
Numero di step eseguiti = 5016
Simulation 79
0	7196
1000	7196
2000	7199
3000	7199
4000	7188
5000	7192
6000	7190
7000	7195
8000	7193
9000	7194
10000	7195
Numero di step eseguiti = 10569
Simulation 80
0	7197
Numero di step eseguiti = 378
Simulation 81
0	7198
Numero di step eseguiti = 689
Simulation 82
0	7194
Numero di step eseguiti = 138
Simulation 83
0	7198
Numero di step eseguiti = 117
Simulation 84
0	7195
Numero di step eseguiti = 309
Simulation 85
0	7197
Numero di step eseguiti = 462
Simulation 86
0	7196
Numero di step eseguiti = 49
Simulation 87
0	7198
Numero di step eseguiti = 286
Simulation 88
0	7196
Numero di step eseguiti = 52
Simulation 89
0	7196
1000	7193
2000	7192
3000	7197
4000	7193
5000	7190
6000	7195
7000	7194
8000	7187
9000	7181
10000	7176
11000	7188
12000	7190
13000	7181
14000	7193
15000	7183
16000	7177
17000	7177
18000	7162
19000	7151
20000	7060
21000	7151
22000	6642
23000	5903
24000	6903
25000	5485
26000	5275
27000	5176
28000	4738
29000	4273
30000	3894
31000	6739
Numero di step eseguiti = 31036
Simulation 90
0	7198
Numero di step eseguiti = 221
Simulation 91
0	7198
